tick,state,x,y,vy,hp,lives,bombs,bossX,bossY,bossHp,stage,action,warning,exposure,heat,hostiles,bullets,parts,target,reason
0,BOSS_FIGHT,9900.0,450.0,0.0,100,3,3,10247.0,320.0,4900,1,ARRIVAL,0,0,0,0,0,armor-plate:700:10249:367:62:91|heat-vent:100:10425:406:54:63|core:4900:10321:382:96:82,entry,arrival
0,BOSS_FIGHT,9905.0,450.0,-13.0,100,3,3,10247.0,320.0,4900,1,READY,0,0,0,0,0,armor-plate:700:10249:367:62:91|heat-vent:100:10425:406:54:63|core:4900:10321:382:96:82,armor-plate,aim:armor-plate:jump
52,BOSS_FIGHT,10100.0,360.0,0.0,100,3,3,10247.0,320.0,4861,1,DRILL_CHARGE,80,0,0,0,0,armor-plate:675:10249:367:62:91|heat-vent:100:10425:406:54:63|core:4861:10321:382:96:82,armor-plate,aim:armor-plate
120,BOSS_FIGHT,9850.0,445.8,12.2,100,3,3,10247.0,320.0,4861,1,DRILL_CHARGE,12,0,0,0,0,armor-plate:675:10249:367:62:91|heat-vent:100:10425:406:54:63|core:4861:10321:382:96:82,armor-plate,evade:DRILL_CHARGE
158,BOSS_FIGHT,9820.0,373.0,8.0,100,3,3,9882.0,320.0,4843,1,COOLING,0,0,0,0,0,armor-plate:625:9884:367:62:91|heat-vent:100:10060:406:54:63|core:4843:9956:382:96:82,armor-plate,aim:armor-plate
240,BOSS_FIGHT,9750.0,344.6,5.6,100,3,3,9882.0,320.0,4843,1,COOLING,0,0,0,0,0,armor-plate:625:9884:367:62:91|heat-vent:100:10060:406:54:63|core:4843:9956:382:96:82,armor-plate,aim:armor-plate
273,BOSS_FIGHT,9745.0,315.6,-0.4,100,3,3,9882.0,320.0,4843,1,MAGMA_MORTAR,100,0,0,0,0,armor-plate:625:9884:367:62:91|heat-vent:100:10060:406:54:63|core:4843:9956:382:96:82,armor-plate,aim:armor-plate
360,BOSS_FIGHT,9925.0,320.8,-2.8,100,3,3,9882.0,320.0,4762,1,MAGMA_MORTAR,18,0,0,0,0,armor-plate:400:9884:367:62:91|heat-vent:100:10060:406:54:63|core:4762:9956:382:96:82,armor-plate,evade:MAGMA_MORTAR
379,BOSS_FIGHT,9907.0,373.0,8.0,82,3,3,9882.0,320.0,4744,1,MAGMA_MORTAR,0,0,0,0,3,armor-plate:350:9884:367:62:91|heat-vent:100:10060:406:54:63|core:4744:9956:382:96:82,armor-plate,damage:evade:MAGMA_MORTAR
438,BOSS_FIGHT,9927.0,384.6,-9.4,82,3,3,9882.0,320.0,4699,1,COOLING,0,0,0,0,0,armor-plate:225:9884:367:62:91|heat-vent:100:10060:406:54:63|core:4699:9956:382:96:82,armor-plate,evade:MAGMA_MORTAR
