tick,state,x,y,vy,hp,lives,bombs,bossX,bossY,bossHp,stage,action,warning,exposure,heat,hostiles,bullets,parts,target,reason
0,BOSS_FIGHT,7600.0,450.0,0.0,100,3,3,7907.0,298.0,2500,1,ARRIVAL,0,0,0,0,0,left-arm:250:7907:360:58:108|right-arm:250:8129:360:58:108|core:2500:8017:332:64:68,entry,arrival
0,BOSS_FIGHT,7605.0,450.0,-13.0,100,3,3,7907.0,298.0,2500,1,READY,0,0,0,0,0,left-arm:250:7907:360:58:108|right-arm:250:8129:360:58:108|core:2500:8017:332:64:68,left-arm,aim:left-arm:jump
64,BOSS_FIGHT,7755.0,323.6,-3.4,100,3,3,7907.0,298.0,2465,1,LEFT_STAMP,72,0,0,0,0,left-arm:175:7907:360:58:108|right-arm:250:8129:360:58:108|core:2465:8017:332:64:68,left-arm,aim:left-arm
120,BOSS_FIGHT,7635.0,325.4,3.8,100,3,3,7907.0,298.0,2451,1,LEFT_STAMP,18,0,0,0,0,left-arm:125:7771:292:58:108|right-arm:250:8129:360:58:108|core:2451:8017:332:64:68,left-arm,aim:left-arm
157,BOSS_FIGHT,7605.0,315.6,-0.4,100,3,3,7907.0,298.0,2444,1,READY,0,0,0,0,0,left-arm:100:7907:360:58:108|right-arm:250:8129:360:58:108|core:2444:8017:332:64:68,left-arm,aim:left-arm
234,BOSS_FIGHT,7755.0,375.8,-8.8,100,3,3,7907.0,298.0,2408,1,CROSSBEAM,78,0,0,0,0,left-arm:25:7907:360:58:108|right-arm:250:8129:360:58:108|core:2408:8017:332:64:68,left-arm,aim:left-arm
240,BOSS_FIGHT,7755.0,335.6,-5.2,100,3,3,7907.0,298.0,2408,1,CROSSBEAM,72,0,0,0,0,left-arm:25:7907:360:58:108|right-arm:250:8129:360:58:108|core:2408:8017:332:64:68,left-arm,aim:left-arm
271,BOSS_FIGHT,7755.0,450.0,0.0,100,3,3,7907.0,298.0,2386,1,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:250:8129:360:58:108|core:2386:8017:332:64:68,left-arm,aim:left-arm
344,BOSS_FIGHT,7975.0,360.0,0.0,100,3,3,7907.0,298.0,2326,1,RIGHT_STAMP,72,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:250:8129:360:58:108|core:2326:8017:332:64:68,right-arm,aim:right-arm
360,BOSS_FIGHT,7905.0,360.0,0.0,100,3,3,7907.0,298.0,2326,1,RIGHT_STAMP,56,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:250:8108:349:58:108|core:2326:8017:332:64:68,right-arm,evade:RIGHT_STAMP
435,BOSS_FIGHT,7825.0,360.0,0.0,100,3,3,7907.0,298.0,2319,1,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:225:8129:360:58:108|core:2319:8017:332:64:68,right-arm,aim:right-arm
480,BOSS_FIGHT,7975.0,360.0,0.0,100,3,3,7907.0,298.0,2274,1,READY,0,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:225:8129:360:58:108|core:2274:8017:332:64:68,right-arm,aim:right-arm
514,BOSS_FIGHT,7975.0,360.0,0.0,100,3,3,7907.0,298.0,2244,1,GIRDER_FALL,85,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:225:8129:360:58:108|core:2244:8017:332:64:68,right-arm,aim:right-arm
600,BOSS_FIGHT,8025.0,323.6,-3.4,100,3,3,7907.0,298.0,2200,1,GIRDER_FALL,3,0,0,0,0,left-arm:0:7907:360:58:108|right-arm:175:8129:360:58:108|core:2200:8017:332:64:68,right-arm,evade:GIRDER_FALL
603,BOSS_FIGHT,8025.0,317.0,-1.6,95,3,3,7907.0,298.0,2200,1,GIRDER_FALL,0,0,0,0,1,left-arm:0:7907:360:58:108|right-arm:175:8129:360:58:108|core:2200:8017:332:64:68,right-arm,damage:evade:GIRDER_FALL
622,BOSS_FIGHT,8025.0,390.8,9.2,95,3,3,7907.0,298.0,2185,1,READY,0,0,0,0,1,left-arm:0:7907:360:58:108|right-arm:175:8129:360:58:108|core:2185:8017:332:64:68,right-arm,evade:GIRDER_FALL
