tick,state,x,y,vy,hp,lives,bombs,bossX,bossY,bossHp,stage,action,warning,exposure,heat,hostiles,bullets,parts,target,reason
0,BOSS_FIGHT,7600.0,450.0,0.0,100,3,3,7947.0,320.0,3250,1,ARRIVAL,0,0,0,0,0,armor-plate:464:7949:367:62:91|heat-vent:100:8125:406:54:63|core:3250:8021:382:96:82,entry,arrival
0,BOSS_FIGHT,7605.0,450.0,-13.0,100,3,3,7947.0,320.0,3250,1,READY,0,0,0,0,0,armor-plate:464:7949:367:62:91|heat-vent:100:8125:406:54:63|core:3250:8021:382:96:82,armor-plate,aim:armor-plate:jump
64,BOSS_FIGHT,7800.0,320.8,-2.8,100,3,3,7947.0,320.0,3209,1,DRILL_CHARGE,80,0,0,0,0,armor-plate:394:7949:367:62:91|heat-vent:100:8125:406:54:63|core:3209:8021:382:96:82,armor-plate,aim:armor-plate
120,BOSS_FIGHT,7555.0,334.0,4.4,100,3,3,7947.0,320.0,3196,1,DRILL_CHARGE,25,0,0,0,0,armor-plate:359:7949:367:62:91|heat-vent:100:8125:406:54:63|core:3196:8021:382:96:82,armor-plate,evade:DRILL_CHARGE
169,BOSS_FIGHT,7520.0,373.0,8.0,100,3,3,7582.0,320.0,3188,1,COOLING,0,0,0,0,0,armor-plate:339:7584:367:62:91|heat-vent:100:7760:406:54:63|core:3188:7656:382:96:82,armor-plate,aim:armor-plate
240,BOSS_FIGHT,7445.0,318.6,-2.2,100,3,3,7582.0,320.0,3162,1,COOLING,0,0,0,0,0,armor-plate:269:7584:367:62:91|heat-vent:100:7760:406:54:63|core:3162:7656:382:96:82,armor-plate,aim:armor-plate
287,BOSS_FIGHT,7445.0,315.6,-0.4,100,3,3,7582.0,320.0,3149,1,MAGMA_MORTAR,100,0,0,0,0,armor-plate:234:7584:367:62:91|heat-vent:100:7760:406:54:63|core:3149:7656:382:96:82,armor-plate,aim:armor-plate
360,BOSS_FIGHT,7625.0,394.0,-10.0,100,3,3,7582.0,320.0,3067,1,MAGMA_MORTAR,30,0,0,0,0,armor-plate:149:7584:367:62:91|heat-vent:100:7760:406:54:63|core:3067:7656:382:96:82,armor-plate,evade:MAGMA_MORTAR
391,BOSS_FIGHT,7625.0,373.0,8.0,95,3,3,7582.0,320.0,3031,1,MAGMA_MORTAR,0,0,0,0,3,armor-plate:149:7584:367:62:91|heat-vent:100:7760:406:54:63|core:3031:7656:382:96:82,armor-plate,damage:evade:MAGMA_MORTAR
449,BOSS_FIGHT,7625.0,384.6,-9.4,95,3,3,7582.0,320.0,2961,1,COOLING,0,0,0,0,0,armor-plate:139:7584:367:62:91|heat-vent:100:7760:406:54:63|core:2961:7656:382:96:82,armor-plate,evade:MAGMA_MORTAR
452,BOSS_FIGHT,7610.0,360.0,-7.6,90,3,3,7582.0,320.0,2961,1,COOLING,0,0,0,0,0,armor-plate:139:7584:367:62:91|heat-vent:100:7760:406:54:63|core:2961:7656:382:96:82,armor-plate,damage:aim:armor-plate
480,BOSS_FIGHT,7470.0,390.8,9.2,90,3,3,7582.0,320.0,2961,1,COOLING,0,0,0,0,0,armor-plate:139:7584:367:62:91|heat-vent:100:7760:406:54:63|core:2961:7656:382:96:82,armor-plate,aim:armor-plate
600,BOSS_FIGHT,7450.0,329.6,3.8,90,3,3,7582.0,320.0,2945,1,COOLING,0,0,0,0,0,armor-plate:99:7584:367:62:91|heat-vent:100:7760:406:54:63|core:2945:7656:382:96:82,armor-plate,aim:armor-plate
720,BOSS_FIGHT,7450.0,317.0,-1.6,90,3,3,7582.0,320.0,2933,1,COOLING,0,0,0,0,0,armor-plate:69:7584:367:62:91|heat-vent:100:7760:406:54:63|core:2933:7656:382:96:82,armor-plate,aim:armor-plate
744,BOSS_FIGHT,7450.0,450.0,-13.0,90,3,3,7582.0,320.0,2929,1,DRILL_CHARGE,80,0,0,0,0,armor-plate:59:7584:367:62:91|heat-vent:100:7760:406:54:63|core:2929:7656:382:96:82,armor-plate,aim:armor-plate:double-jump
