tick,x,y,hp,lives,bombs,state,battle,wave,alive,kills,brokenProps,target,reason,worldTick,keyLeft,keyRight,hitstop,ctxHitstop,camera,sessionState
0,105.0,450.0,100,3,3,RUNNING,false,0,0,0,0,route,advance,2,false,true,0,0,0.0,RUNNING
50,355.0,450.0,100,3,3,RUNNING,false,0,1,0,1,DRILLER,engage:DRILLER,52,false,true,0,0,41.88678297863437,RUNNING
105,615.0,450.0,100,3,3,RUNNING,false,0,1,1,1,DRILLER,engage:DRILLER,107,false,false,4,0,309.6002142501057,RUNNING
120,670.0,353.0,100,3,3,RUNNING,false,0,1,1,1,INTERRUPT,engage:INTERRUPT,118,false,true,0,0,355.4963219843141,RUNNING
195,1015.0,437.6,100,3,3,RUNNING,false,0,1,2,1,INTERRUPT,engage:INTERRUPT,193,false,true,4,0,704.3240378234892,RUNNING
240,1220.0,345.0,100,3,3,RUNNING,false,0,1,2,1,SLAG_SPITTER,engage:SLAG_SPITTER,234,false,true,0,0,903.6738908810627,RUNNING
360,1555.0,190.6,100,3,3,RUNNING,false,0,2,2,1,SLAG_SPITTER,engage:SLAG_SPITTER,354,false,false,0,0,1263.584188360198,RUNNING
461,1555.0,299.4,100,3,3,RUNNING,false,0,1,3,1,SLAG_SPITTER,double-jump,455,false,false,4,0,1266.9999997460166,RUNNING
467,1555.0,324.4,100,3,3,RUNNING,false,0,0,4,1,SLAG_SPITTER,engage:SLAG_SPITTER,457,false,false,4,0,1266.999999816497,RUNNING
480,1600.0,450.0,100,3,3,RUNNING,false,0,0,4,1,route,advance,466,false,true,0,0,1290.2291467688551,RUNNING
590,2140.0,450.0,100,3,3,RUNNING,true,1,1,5,1,DRILLER,engage:DRILLER,576,false,false,4,0,1699.8531645856194,RUNNING
595,2140.0,450.0,100,3,3,RUNNING,true,1,0,6,1,DRILLER,engage:DRILLER,577,false,false,4,0,1699.8751898977764,RUNNING
600,2145.0,450.0,100,3,3,RUNNING,true,1,0,6,1,route,advance,578,false,true,0,0,1699.89391141311,RUNNING
711,2515.0,325.4,100,3,3,RUNNING,true,2,1,7,1,INTERRUPT,engage:INTERRUPT,689,false,false,4,0,1699.999999998447,RUNNING
720,2515.0,289.0,100,3,3,RUNNING,true,2,1,7,1,INTERRUPT,engage:INTERRUPT,694,false,false,0,0,1699.9999999993108,RUNNING
840,2515.0,73.4,100,3,3,RUNNING,true,2,1,7,1,INTERRUPT,engage:INTERRUPT,814,false,false,0,0,1699.9999999999993,RUNNING
865,2515.0,333.4,100,3,3,UPGRADE_SELECTION,true,2,0,8,1,INTERRUPT,engage:INTERRUPT,839,false,false,4,0,1699.9999999999993,UPGRADE_SELECTION
866,2515.0,333.4,100,3,3,RUNNING,true,2,0,8,1,INTERRUPT,upgrade:COMMIT_CRITICAL,839,false,false,3,0,1699.9999999999993,RUNNING
867,2515.0,333.4,100,3,3,RUNNING,true,2,0,8,1,route,advance,839,false,true,2,0,1699.9999999999993,RUNNING
960,2640.0,191.6,100,3,3,RUNNING,false,0,1,8,1,DRILLER,engage:DRILLER,930,false,false,0,0,2351.8063324794743,RUNNING
1054,2640.0,351.8,100,3,3,RUNNING,false,0,1,8,2,DRILLER,engage:DRILLER,1024,false,false,0,0,2351.9999999550796,RUNNING
1080,2640.0,320.8,100,3,3,RUNNING,false,0,1,8,2,DRILLER,engage:DRILLER,1050,false,false,0,0,2351.999999999343,RUNNING
1200,2640.0,276.8,100,3,3,RUNNING,false,0,1,8,2,DRILLER,engage:DRILLER,1170,false,false,0,0,2351.9999999999977,RUNNING
1320,2640.0,241.6,100,3,3,RUNNING,false,0,1,8,2,DRILLER,engage:DRILLER,1290,false,false,0,0,2351.9999999999977,RUNNING
1321,2640.0,233.4,100,3,3,RUNNING,false,0,0,9,2,DRILLER,engage:DRILLER,1291,false,false,4,0,2351.9999999999977,RUNNING
1405,3040.0,304.8,100,3,3,RUNNING,false,0,0,10,2,INTERRUPT,engage:INTERRUPT,1371,false,true,4,0,2723.6667306124223,RUNNING
1440,3195.0,273.8,100,3,3,RUNNING,false,0,1,10,2,SLAG_SPITTER,engage:SLAG_SPITTER,1402,false,true,0,0,2878.6666670814275,RUNNING
1534,3472.4,450.0,100,3,3,RUNNING,false,0,0,11,2,SLAG_SPITTER,engage:SLAG_SPITTER,1496,false,false,4,0,3184.2962119027543,RUNNING
1560,3582.4,450.0,100,3,3,RUNNING,false,0,1,11,2,DRILLER,engage:DRILLER,1518,false,true,0,0,3266.9057999224174,RUNNING
1623,3817.4,450.0,100,3,3,RUNNING,false,0,0,12,2,DRILLER,engage:DRILLER,1581,false,false,4,0,3527.3462474423727,RUNNING
1680,4082.4,261.6,100,3,3,RUNNING,false,0,2,12,2,INTERRUPT,engage:INTERRUPT,1634,false,true,0,0,3766.121430915229,RUNNING
1719,4252.4,437.6,100,3,3,RUNNING,true,0,1,13,2,INTERRUPT,engage:INTERRUPT,1673,false,true,4,0,3940.4115843121335,RUNNING
1800,4442.4,367.6,100,3,3,RUNNING,true,0,1,13,2,SLAG_SPITTER,engage:SLAG_SPITTER,1750,false,true,0,0,4146.5513353620445,RUNNING
1920,4582.4,207.0,100,3,3,RUNNING,true,0,1,13,2,SLAG_SPITTER,engage:SLAG_SPITTER,1870,false,false,0,0,4199.999999646472,RUNNING
2006,4582.4,131.6,100,3,3,RUNNING,true,0,0,14,2,SLAG_SPITTER,engage:SLAG_SPITTER,1956,false,false,4,0,4199.999999999997,RUNNING
2040,4732.4,146.6,100,3,3,RUNNING,true,0,0,14,2,route,advance,1986,false,true,0,0,4199.999999999997,RUNNING
2139,4887.4,395.0,100,3,3,RUNNING,true,1,1,15,2,SLAG_SPITTER,engage:SLAG_SPITTER,2085,false,false,4,0,4199.999999999997,RUNNING
2149,4917.4,395.0,100,3,3,RUNNING,true,1,0,16,2,SLAG_SPITTER,engage:SLAG_SPITTER,2091,false,true,4,0,4199.999999999997,RUNNING
2160,4952.4,411.8,100,3,3,RUNNING,true,1,0,16,2,route,advance,2098,false,true,0,0,4199.999999999997,RUNNING
2212,5122.4,320.8,100,3,3,RUNNING,true,2,1,17,2,INTERRUPT,engage:INTERRUPT,2150,false,false,4,0,4199.999999999997,RUNNING
2280,5130.0,450.0,100,3,3,RUNNING,true,2,1,17,2,route,advance,2214,false,true,0,0,4199.999999999997,RUNNING
